,source,target,sampled
3650,pictures of different types of prepared food containing beans,three pictures of entrees with tomatoes black beans and broccoli, food of tomatoes have different different kinds of foods
3651,a woman stands next to a lamp post with a street light on it,a woman at a crosswalk that has a green light, a woman at a streetlight has a red light
3652,a man intensely looking while holding a tennis racquet,a young man in a red shirt is playing tennis, a young man in a white shirt is playing tennis
3653,a motorcycle is parked near a puddle and a van,a white motorcycle sitting in front of a van, a motorcycle parked in front of a van
3654,there is a white street sign that has the number 20 on it and says zone,a speed limit sign sits on a sidewalk of a residential block, a sign sign advertises on a busy street corner
3655,two boats beside each other with people holding on to the boats,a blue boat is sitting in the water, a boat is standing in the water
3656,two women and several little girls look at a sheep in an area with hay on the ground,kids are standing in hay next to a sheep, females are standing in hay
3657,two clocks behind glass reflecting grass and shrubs,a clock in a metal frame mounted on a wall, two statues in a room lit by a fence
3658,a cat laying on a computer keyboard and a monitor near by,a white and black cat laying on a keyboard, a white cat on a laptop computer keyboard
3659,a group of young people holding a pizza party,two men and woman opening boxes of pizza in a room, several people hold up a cake filled with food in front of a restaurant
3660,a man holding a cell phone that is powered on,a man with a bald head and glasses is sitting while holding up a cell phone, a man with a mustache and wearing a blue shirt and jeans walks down a busy sidewalk
3661,a man in a hat leaning against a pole,a man is standing on a sidewalk leaning on a pole, a man is standing on a pole pole
3662,a vase full of white flowers sitting on a wooden table,the table has a flower arrangement in an ornate vase, a table with a flower sitting in front of a wooden table
3663,large assortment of small and large vases displayed outdoors,a bunch of pottery sitting on a sidewalk, a large amount of hanging outside
3664,cheese pizza is sliced into small pieces on a plate,the pizza has been cut into tiny square pieces, the plate has been rolled for a new pizza plate
3665,an airplane on the runway either just landed or ready to take off,a jumbo jet touching down on the runway, an airplane soars off the plane
3666,a teenager is doing a wheelie on a skateboard,a boy on a skateboard at a skatepark, a boy on a skateboard at a skate
3667,a dog sits on a step perking its ears up,a dog sitting on top of stairs with a red bow tie, a dog sitting on steps with red eyes on a red carpeted floor
3668,a woman holding a smart phone next to a group of people,a person on her cell phone in a large crowd of people, a woman on her cellphone in a large group of people talking
3669,a breakfast plate with toast vegetables eggs and meat,a plate full of different types of foods, a cook and three women of food
3670,a person cross country skiing across a snow filled plain,a person holding a pole in each hand in the snow, a person riding a ski in snow on a mountain
3671,a man sitting at a desk in front of a laptop computer,a man contemplating something at a desk with a laptop, a man seated near a computer looking at a computer
3672,a christmas tree is lit up in a house window,a modern living room with a christmas tree set up in front of the window, a christmas tree with a christmas tree painted in the background and trees in the background
