,source,target,sampled
2462,a train that is going through a city,an elevated subway train in a major city on a sunny day, an escalator packed of people through a city square in a city
2463,a group of people standing outside of a bus,people are standing in the rain alongside a bus, people are standing in front of a bus bus
2464,a laptop computer sitting on top of a white desk,a laptop seems to have the infamous blue screen of death on the desk, a laptop desk is being worked on the side of the computer monitor
2465,the airplane is parked on the runway in the airport,a southwest airlines jet pulled up to the terminal for loading, a plane airplane flies from the airfield as the airplane goes over
2466,a group of zebras stay close to each other near a log,a couple of zebras standing together and eating, several people sit and socialize with one another
2467,a picture of some delicious food with people around,a close up of a hot dog on a table, a view of some food on a small table
2468,the refrigerator is brand new and was delivered today,kitchen appliances and cabinets as seen through opening, kitchen counter for bagels and prices
2469,a man is seen walking out of a building,a dark room with an open laptop and a computer monitor behind it, a man with an arm walks by a brick building with graffiti on it
2470,a man holding a tennis racket in the air,a male tennis player is gripping his racquet with two hands, a young man holds a racket while his racket with his hands
2471,a peeled banana on a table next to an unpeeled banana,a banana resting on a paper towel atop a wooden table, there are several vegetables on a wooden bench
2472,a decorative vase with several black horses and a rider,a brown vase has four black horses on it, a decorated decorated decorated horse and the rider
2473,a bus that is sitting in the street,a japanese community bus with a cartoon dog on the side, a crowded bus with many passengers on the streets
2474,a laptop computer sitting on top of a desk,a knit item sitting on a laptop on a desk, a mac laptop sitting on a computer
2475,a cat stands between two parked cars on a grassy sidewalk,a grey and white cat watches from between parked cars, a cat and two cars go to go together
2476,a surfer surfing on top of a wave,the young man is surfing in the water, the surfer is surfing in a wave
2477,several people and a dog stand in front of a fruit stand,a family shopping at a farmers marked with their dog, a crowd of people wait a dog stand
2478,a colorful umbrella sitting outside of a pink building,the colorful umbrella sits in front of the lavender building, the colorful mural sits in front of the building
2479,a man standing next to a body of water while flying a kite,this is a breathtaking photo of someone flying a kite, while a kite is flying a kite out of a lake
2480,two people standing next to an open oven with a turkey on a tray in it,two woman poses while taking a turkey out of the oven, two man cooking an egg to cook on the counter
2481,two traffic lights in front of a huge building,two green street lights in front of a building with a lot of windows, two light cars in front of a large crowd in the middle of a city
2482,a group of young people standing on top of a snow covered slope,a group of people on skis at a peak of a mountain, a group of people on top of a snowy hill
2483,two football players reach for the ball at the same time,a receiver and a defender jump for the ball as a referee looks on during a football game, a football player from a sooners team getting ready to catch a ball from his teammate
